2024-01-25 14:51:43,730: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-25 14:51:47,232: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-25 14:51:47,235: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-25 14:51:47,237: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-25 14:51:47,238: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-25 14:51:47,244: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-25 14:51:47[0m
2024-01-25 14:51:47,247: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 14:51:47,278: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 14:51:47,281: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-25 14:51:47,287: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-25 14:51:47[0m
2024-01-25 14:51:47,287: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 14:51:47,287: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 14:51:47,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 14:51:47,290: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-25 14:51:47,290: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-25 14:51:47,290: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-25 14:51:47,291: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-25 14:51:47,301: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-25 14:51:47,304: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-25 14:51:47,304: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-25 14:51:47,309: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-25 14:51:47,309: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-25 14:51:47,310: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 14:51:47,312: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-25 14:51:47,313: root: INFO: limit order of | 106.0 SPY sell | at price $563.3879882812499 with status unprocessed was canceled.
2024-01-25 14:51:47,319: root: INFO: [32mFilled Transaction: sell 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-25 14:51:47,319: root: INFO: limit order of | 106.0 SPY sell | at price $446.01549072265624 with status unprocessed was filled
2024-01-25 14:51:47,320: root: INFO: Position 0.000000 shares of SPY liquidated
2024-01-25 14:51:47,332: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-25 14:51:47,335: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-25 14:51:47,336: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
