datetime,portfolio_value,cash,return
2023-08-01 09:30:00-04:00,100000.0,100000.0,
2023-08-02 09:30:00-04:00,100332.1987915039,150189.6987915039,0.0033219879150390152
2023-08-03 09:30:00-04:00,100905.2978515625,150189.6987915039,0.005712015354607525
2023-08-04 09:30:00-04:00,100610.49865722656,150189.6987915039,-0.002921543274859606
2023-08-05 09:30:00-04:00,100610.49865722656,150189.6987915039,0.0
2023-08-07 09:30:00-04:00,100831.59973144531,150189.6987915039,0.002197594457532981
2023-08-08 09:30:00-04:00,100900.90026855469,150189.6987915039,0.0006872898703773611
2023-08-09 09:30:00-04:00,100796.39892578125,150189.6987915039,-0.001035682957191697
2023-08-10 09:30:00-04:00,100888.79852294922,150189.6987915039,0.0009166954192083576
2023-08-11 09:30:00-04:00,101352.99865722656,150189.6987915039,0.004601106773729269
2023-08-12 09:30:00-04:00,101352.99865722656,225220.62899780273,0.0
2023-08-14 09:30:00-04:00,101149.32559204102,225220.62899780273,-0.002009541581244778
2023-08-15 09:30:00-04:00,100711.30206298828,225220.62899780273,-0.004330464157708658
2023-08-16 09:30:00-04:00,101774.29138183594,225220.62899780273,0.010554816560536917
2023-08-17 09:30:00-04:00,102136.98797607422,225220.62899780273,0.0035637349011601316
2023-08-18 09:30:00-04:00,104310.40036010742,225220.62899780273,0.021279385921800786
2023-08-19 09:30:00-04:00,104310.40036010742,225220.62899780273,0.0
2023-08-21 09:30:00-04:00,103144.18240356445,225220.62899780273,-0.011180265366798281
2023-08-22 09:30:00-04:00,101198.49978637695,337670.9758605957,-0.018863716516504758
2023-08-23 09:30:00-04:00,102232.9758605957,337670.9758605957,0.010222247132145812
2023-08-24 09:30:00-04:00,99317.13455200195,337670.9758605957,-0.02852153411409808
2023-08-25 09:30:00-04:00,102538.49978637695,337670.9758605957,0.03243514071268638
2023-08-26 09:30:00-04:00,102538.49978637695,337670.9758605957,0.0
2023-08-28 09:30:00-04:00,100630.3410949707,337670.9758605957,-0.018609192599673308
2023-08-29 09:30:00-04:00,100410.57913208008,337670.9758605957,-0.0021838539003183888
2023-08-30 09:30:00-04:00,96733.6106262207,337670.9758605957,-0.03661933371604886
2023-08-31 09:30:00-04:00,95586.57913208008,337670.9758605957,-0.01185763135186546
2023-09-01 09:30:00-04:00,94771.84866333008,337670.9758605957,-0.008523481812485634
2023-09-02 09:30:00-04:00,94771.84866333008,337670.9758605957,0.0
2023-09-05 09:30:00-04:00,96079.68997192383,337670.9758605957,0.013799892341867848
2023-09-06 09:30:00-04:00,97328.57913208008,337670.9758605957,0.012998472002992534
2023-09-07 09:30:00-04:00,100164.0237121582,337670.9758605957,0.029132702905590335
2023-09-08 09:30:00-04:00,99204.57913208008,337670.9758605957,-0.009578734405032319
2023-09-09 09:30:00-04:00,99204.57913208008,506288.0735473633,0.0
2023-09-11 09:30:00-04:00,96148.48248291016,506288.0735473633,-0.030806003875093912
2023-09-12 09:30:00-04:00,97328.81237792969,506288.0735473633,0.012276115696670864
2023-09-13 09:30:00-04:00,97996.77243041992,506288.0735473633,0.006862922049192699
2023-09-14 09:30:00-04:00,95389.01684570312,506288.0735473633,-0.02661062726905994
2023-09-15 09:30:00-04:00,97154.96014404297,506288.0735473633,0.01851306740267966
2023-09-16 09:30:00-04:00,97154.96014404297,506288.0735473633,0.0
2023-09-18 09:30:00-04:00,99448.88971679687,504839.6285473633,0.023611039203277784
2023-09-19 09:30:00-04:00,99787.43524902343,504839.6285473633,0.003404216308403818
2023-09-20 09:30:00-04:00,98570.4696118164,504839.6285473633,-0.012195579876064011
2023-09-21 09:30:00-04:00,106174.11737792968,504839.6285473633,0.07713920605286195
2023-09-22 09:30:00-04:00,109147.86737792968,504839.6285473633,0.028008238480710546
2023-09-23 09:30:00-04:00,109147.86737792968,504839.6285473633,0.0
2023-09-25 09:30:00-04:00,112149.06626098632,504839.6285473633,0.027496633284320948
2023-09-26 09:30:00-04:00,112222.28189819335,504839.6285473633,0.0006528421470459733
2023-09-27 09:30:00-04:00,114052.28189819335,504839.6285473633,0.016306922021601222
2023-09-28 09:30:00-04:00,115525.41849487304,504839.6285473633,0.0129163272506434
2023-09-29 09:30:00-04:00,109861.56626098632,504839.6285473633,-0.049026892156534996
2023-09-30 09:30:00-04:00,109861.56626098632,504839.6285473633,0.0
2023-10-02 09:30:00-04:00,114482.33301513671,504839.6285473633,0.04205990239728896
2023-10-03 09:30:00-04:00,115909.73078125,504839.6285473633,0.012468279851744146
2023-10-04 09:30:00-04:00,118645.57184570312,504839.6285473633,0.023603204373033426
2023-10-05 09:30:00-04:00,116550.24195068359,504839.6285473633,-0.017660413805788533
2023-10-06 09:30:00-04:00,118737.07743041991,504839.6285473633,0.018763028228304002
2023-10-07 09:30:00-04:00,118737.07743041991,504839.6285473633,0.0
2023-10-09 09:30:00-04:00,113603.94083374023,504839.6285473633,-0.04323111792681367
2023-10-10 09:30:00-04:00,108699.52631347656,504839.6285473633,-0.04317116540385957
2023-10-11 09:30:00-04:00,106229.01514404296,504839.6285473633,-0.022727892689329066
2023-10-12 09:30:00-04:00,105030.36737792968,504839.6285473633,-0.01128361930577959
2023-10-13 09:30:00-04:00,106622.48636596679,504839.6285473633,0.015158653899668861
2023-10-14 09:30:00-04:00,106622.48636596679,504839.6285473633,0.0
